ID,CC Diff (slow-fast),HV Diff (slow-fast),MI Diff (slow-fast),Slow-Fast MediTime
730,0,-37.03,1.76,3112.0226
731,-2,-191.63,14.22,3105.6158
732,-1,10.57,4.24,3096.4790
733,0,33.44,-0.50,3087.8138
734,0,7.37,9.01,3084.8517
735,0,2.21,-2.13,3081.4798
736,0,-35.03,0.78,3059.1539
737,3,77.85,8.99,3034.0178
738,0,1.86,-0.04,3032.4335
739,-1,-41.81,3.55,3028.3690
740,0,-3.17,-0.18,3026.5182
741,0,66.90,-9.24,3019.7226
742,0,0.00,0.00,3014.8775
743,1,0.00,6.52,3006.1715
744,0,9.41,0.02,3006.0993
745,0,0.00,0.00,3005.7017
746,0,24.08,-4.33,2994.1549
747,0,35.03,-0.78,2993.4364
748,-1,-74.52,5.87,2990.9462
749,0,-3.17,-0.18,2959.7888
750,3,77.85,8.99,2958.4479
751,0,63.24,-4.48,2950.9996
752,0,9.72,-0.90,2873.9784
753,0,-51.31,4.83,2865.3837
754,0,4.46,0.44,2856.7485
755,0,32.47,-2.65,2853.5912
756,0,69.77,-6.65,2851.3016
757,0,6.68,3.52,2851.1189
758,0,18.19,-0.68,2847.0592
759,-1,-44.43,6.25,2845.1334
760,0,25.87,-0.79,2833.0727
761,0,-26.87,1.63,2820.1773
762,-1,-257.26,20.13,2811.8478
763,-1,-27.18,4.86,2801.2942
764,0,20.84,1.20,2800.7523
765,0,9.73,-0.81,2798.0687
766,3,98.08,0.20,2791.1014
767,-1,-76.30,7.38,2789.4291
768,0,1.86,-0.04,2789.1196
769,-2,-56.63,9.25,2781.5744
770,0,8.79,-2.66,2762.7997
771,0,-86.74,6.79,2760.8661
772,0,-21.54,5.08,2755.2686
773,3,77.85,8.99,2753.4720
774,0,46.96,-5.06,2752.6805
775,-1,-76.86,9.46,2745.8758
776,-1,6.50,3.05,2738.2742
777,0,7.53,0.64,2710.2617
778,1,80.71,-3.29,2709.5057
779,0,-10.28,0.13,2694.0467
780,0,-17.25,1.39,2693.5212
781,-2,-37.79,8.79,2687.4522
782,1,25.95,3.54,2685.8406
783,-3,-172.97,11.19,2679.8519
784,0,0.00,0.00,2677.6636
785,1,14.88,1.50,2672.4851
786,-1,42.81,-1.78,2661.9314
787,0,-18.57,0.21,2656.4009
788,0,-7.25,0.38,2651.2437
789,0,9.73,-0.81,2647.5913
790,2,62.47,-2.73,2641.4331
791,0,-59.18,11.71,2631.1152
792,0,17.10,-0.21,2629.5577
793,0,-17.77,0.61,2622.1744
794,1,40.56,4.09,2612.8090
795,1,60.95,1.95,2611.0822
796,-1,-18.15,-2.90,2610.1369
797,0,57.97,-10.52,2607.0888
798,0,-41.88,2.55,2588.5298
799,0,-32.51,2.07,2580.5801
800,0,47.95,-5.61,2578.5783
801,0,0.00,0.00,2559.1463
802,0,62.77,-9.26,2550.6009
803,0,-9.62,0.24,2549.4203
804,0,0.00,0.00,2540.7265
805,-1,-49.55,2.74,2513.7907
806,0,46.80,-5.29,2498.3469
807,-1,-171.08,3.66,2489.7474
808,0,28.19,-2.12,2482.6872
809,1,48.53,-9.71,2479.1933
810,2,-56.08,-6.61,2477.9393
811,-1,-85.23,1.55,2475.9215
812,0,-33.40,3.32,2469.6053
813,0,-27.86,9.76,2463.0620
814,0,-3.17,-0.18,2454.3307
815,0,-3.11,-1.29,2451.0391
816,1,-4.64,7.01,2443.1832
817,-1,2.38,-0.83,2441.0191
818,-1,-15.59,-1.42,2440.7854
819,0,-20.02,2.80,2440.5009
820,0,62.77,-9.26,2439.5106
821,1,-17.25,8.04,2436.4498
822,-3,-240.47,13.28,2434.3022
823,0,19.63,1.51,2430.9202
824,1,53.79,3.44,2426.9953
825,0,3.02,0.16,2418.6491
826,-1,-14.22,2.77,2399.6590
827,0,-29.58,6.31,2379.1388
828,0,51.01,-5.66,2366.7643
829,1,10.69,5.80,2355.8937
830,0,-88.60,4.17,2348.9159
831,-2,-8.08,-2.80,2341.8334
832,0,3.02,0.16,2329.3347
833,1,7.08,4.90,2323.2567
834,1,15.26,6.11,2316.0574
835,-1,-41.81,3.55,2310.0502
836,0,4.46,4.74,2305.7998
837,-1,-115.49,11.40,2304.0920
838,1,69.90,-0.04,2299.9767
839,0,89.89,-6.39,2297.6228
840,1,15.38,2.27,2285.1802
841,0,-16.52,-1.26,2280.8402
842,0,31.23,-0.16,2274.6904
843,0,19.63,1.51,2265.4186
844,0,2.71,0.28,2254.1869
845,0,44.27,-2.62,2247.6020
846,1,11.07,4.52,2217.0704
847,-1,-93.39,13.13,2215.6809
848,0,-8.06,0.62,2209.9935
849,3,77.85,8.99,2201.8717
850,1,-44.07,16.22,2193.8680
851,-4,-55.88,-1.10,2190.6416
852,0,-4.32,6.94,2188.7597
853,0,0.00,-2.50,2178.8578
854,0,12.99,-0.69,2165.0223
855,-3,-219.46,-0.26,2163.1032
856,0,62.88,-1.25,2161.1176
857,0,12.68,-0.49,2150.0183
858,0,-2.45,2.17,2147.5388
859,0,0.00,0.60,2144.9103
860,0,17.08,-1.12,2142.8814
861,0,15.69,-1.95,2141.3105
862,0,70.05,-1.95,2139.8708
863,-3,-219.46,-0.26,2138.5996
864,0,11.91,-0.72,2136.9338
865,0,-1.36,1.56,2136.6509
866,-6,-80.78,-1.75,2122.7873
867,-3,-219.46,-0.26,2109.9475
868,-2,-67.57,14.90,2101.4404
869,0,25.25,-3.09,2094.5234
870,0,22.67,-2.42,2086.3173
871,0,-3.17,-0.18,2081.4948
872,0,27.19,-2.52,2080.9543
873,-2,-133.05,13.79,2065.4032
874,0,11.40,-0.71,2040.4939
875,-5,-333.46,18.70,2038.5778
876,-1,-7.10,-3.64,2037.8165
877,0,2.71,0.28,2037.1600
878,0,0.00,0.00,2036.0375
879,2,59.69,-6.24,2032.4807
880,0,46.30,-2.31,2028.4504
881,-4,-39.91,-3.18,2025.0765
882,0,31.71,-4.43,2017.3726
883,1,22.85,-2.35,2013.1498
884,0,-6.64,7.72,2008.1406
885,1,-31.19,0.41,2006.0886
886,3,201.65,-2.40,2005.1028
887,0,-12.13,0.20,2004.5182
888,0,12.68,-0.49,2003.6712
889,0,-15.53,5.03,2001.3997
890,2,160.94,0.35,1997.0114
891,0,-1.36,1.56,1987.5431
892,0,-28.56,1.10,1987.4723
893,0,36.05,-9.03,1987.2315
894,0,12.63,-0.54,1986.2195
895,0,-17.10,1.51,1986.0760
896,0,18.96,-2.95,1985.7719
897,0,16.53,-1.60,1984.5480
898,0,-15.43,2.68,1978.9558
899,2,33.34,0.40,1977.6763
900,0,61.65,-5.31,1965.5660
901,-1,-41.81,3.55,1963.3517
902,0,-62.00,11.25,1954.9462
903,0,12.91,-0.59,1953.8521
904,-1,-5.09,-0.71,1947.4991
905,0,40.66,-3.62,1941.4130
906,0,27.19,-2.52,1941.2095
907,1,112.00,-9.92,1938.5421
908,-1,-23.77,-0.61,1936.4167
909,0,-12.75,2.45,1933.7654
910,0,-11.68,1.07,1912.1235
911,-2,-98.44,4.20,1905.4209
912,0,31.23,-2.13,1901.3018
913,1,116.40,-10.26,1899.8861
914,0,17.23,-3.21,1892.9687
915,1,29.58,0.05,1876.2643
916,0,12.54,-0.79,1870.2685
917,-1,14.36,0.28,1858.0160
918,3,165.18,-2.12,1856.9816
919,0,2.71,0.28,1845.4609
920,0,27.86,-5.80,1834.9344
921,0,27.07,-0.05,1833.1334
922,0,40.49,-0.06,1830.8108
923,0,-90.80,10.05,1823.1629
924,0,-6.12,2.21,1820.3660
925,0,88.55,-5.27,1818.1828
926,-2,-67.50,5.71,1812.7678
927,0,-123.91,12.69,1804.1550
928,-1,-17.89,-1.25,1803.0480
929,-3,-94.13,11.20,1801.9156
930,0,50.94,-5.62,1800.3417
931,3,-50.11,-2.95,1797.9583
932,-1,-50.29,6.22,1794.0101
933,0,-4.91,0.87,1792.8120
934,0,-19.14,3.63,1792.7309
935,0,42.35,-3.87,1790.1304
936,0,-6.34,0.48,1784.6489
937,0,48.50,-3.73,1784.1539
938,0,0.00,0.00,1783.9416
939,-2,-40.78,-0.14,1782.1233
940,-1,-46.61,8.67,1780.8373
941,0,2.71,0.28,1776.8452
942,0,11.72,1.66,1768.5677
943,0,-5.82,0.11,1747.2309
944,0,-17.89,1.19,1745.8532
945,-2,-69.35,18.02,1738.5303
946,0,21.46,0.65,1731.1904
947,0,22.81,-1.23,1728.9006
948,0,26.15,-2.93,1725.2365
949,-5,-358.74,19.54,1725.1854
950,0,13.57,-0.03,1713.7573
951,2,205.08,-2.86,1712.7477
952,1,70.68,-0.22,1712.0904
953,0,29.27,-2.12,1704.1621
954,0,111.51,-4.95,1702.9778
955,1,18.80,2.47,1698.2717
956,0,21.76,-2.39,1694.0357
957,0,-58.91,1.09,1691.0609
958,-1,10.86,-10.70,1688.6696
959,-1,24.50,-3.54,1688.1468
960,0,35.02,-0.19,1686.0354
961,0,54.43,-6.57,1668.4200
962,-1,-6.74,-6.93,1660.2417
963,0,-31.77,6.48,1657.8580
964,0,-0.10,-2.38,1655.8382
965,1,9.62,-3.76,1654.4283
966,-2,-134.58,8.51,1653.5787
967,0,-41.18,6.33,1652.4604
968,-1,-13.82,1.20,1650.4660
969,0,206.41,-14.85,1649.9325
970,0,62.77,-7.14,1647.9116
971,3,94.37,-3.92,1645.5360
972,-3,-219.46,-0.26,1645.1463
973,1,75.40,-10.93,1638.0124
974,0,190.78,-9.47,1633.3930
975,0,127.14,-10.33,1630.4803
976,0,10.51,2.06,1630.0734
977,0,98.89,-11.68,1623.3413
978,0,107.81,-3.58,1619.8094
979,-4,-136.24,10.03,1617.6434
980,0,6.67,-0.44,1613.4089
981,-3,-234.49,9.40,1612.8698
982,0,27.86,-5.80,1611.6109
983,0,-8.34,1.38,1611.1618
984,0,26.56,-2.43,1607.9445
985,0,9.62,-0.24,1607.7995
986,0,31.38,-7.24,1607.0848
987,-1,-13.41,1.36,1604.4601
988,-1,-17.56,4.62,1604.0005
989,0,0.00,0.00,1602.6680
990,0,-7.75,1.14,1600.0136
991,0,29.07,-6.09,1592.5838
992,0,-151.87,-0.03,1592.4742
993,0,-46.45,9.55,1591.1379
994,-2,-172.09,8.54,1589.3838
995,0,117.40,-15.10,1586.5867
996,0,-115.15,-4.15,1585.6534
997,0,0.24,-1.79,1585.6416
998,2,13.18,10.88,1582.6539
999,0,6.31,-0.72,1568.3042
1000,0,0.00,0.00,1561.9022
1001,0,0.00,0.00,1557.9716
1002,0,0.00,0.00,1556.6532
1003,0,-16.50,1.61,1555.2833
1004,0,8.34,-0.55,1547.3025
1005,1,18.82,-6.36,1545.0567
1006,0,-27.13,2.79,1543.9871
1007,0,26.15,-2.93,1543.7045
1008,1,0.00,-3.53,1542.7796
1009,0,0.00,0.00,1539.1895
1010,-1,-47.60,2.90,1533.7402
1011,0,41.83,-3.50,1531.8102
1012,0,82.22,-10.88,1531.6391
1013,0,-28.91,6.11,1530.1267
1014,0,35.02,-0.19,1526.5670
1015,0,-24.59,1.63,1524.2845
1016,1,0.00,6.37,1522.4620
1017,-3,-127.50,4.74,1521.8921
1018,0,-42.79,9.82,1518.4951
1019,0,18.26,-2.22,1518.1134
1020,0,-20.18,4.41,1516.6167
1021,0,-31.15,8.78,1513.3731
1022,0,-64.80,11.59,1511.6847
1023,-1,-78.90,5.63,1509.3946
1024,0,0.00,0.00,1508.9312
1025,-2,-172.66,8.40,1503.8627
1026,1,17.56,-4.62,1503.7994
1027,0,-17.36,1.38,1501.2549
1028,1,2.50,8.25,1501.1068
1029,0,0.00,0.00,1489.8519
1030,-1,-35.14,1.18,1485.8908
1031,0,-52.84,13.70,1484.9230
1032,1,150.72,3.38,1474.1097
1033,1,27.18,-4.86,1472.4296
1034,0,0.00,0.00,1470.5739
1035,0,-32.90,7.41,1465.8862
1036,2,118.89,-3.04,1463.9127
1037,0,66.98,-2.17,1459.5083
1038,0,0.00,0.00,1453.3725
1039,0,13.38,0.99,1452.8982
1040,1,38.89,-1.63,1452.0776
1041,0,-18.24,7.33,1450.1897
1042,1,-60.77,5.47,1447.7711
1043,0,0.00,0.00,1447.6710
1044,1,11.80,6.52,1446.5023
1045,0,6.85,-0.38,1445.9477
1046,2,75.98,7.28,1436.6225
1047,0,-48.14,12.04,1435.4561
1048,0,-62.00,11.25,1434.2327
1049,-1,-41.87,1.59,1431.4238
1050,0,-95.86,6.26,1422.1910
1051,0,0.00,0.00,1411.4742
1052,0,4.32,-0.12,1410.4418
1053,1,50.00,-1.71,1408.4442
1054,3,103.76,-1.90,1405.4218
1055,0,-15.26,2.76,1405.0292
1056,0,-114.76,6.61,1402.1490
1057,0,54.52,-2.81,1402.0940
1058,-1,-171.09,18.37,1401.3665
1059,0,0.00,0.00,1395.8734
1060,0,0.00,0.00,1393.1562
1061,0,-3.72,-0.28,1389.1436
1062,-1,-74.67,5.11,1388.0863
1063,0,63.82,-5.37,1384.2105
1064,2,178.58,-1.59,1382.9930
1065,0,-48.14,8.96,1382.4568
1066,0,66.98,-2.17,1381.5099
1067,-1,-34.92,6.00,1376.5990
1068,0,-27.72,0.80,1374.5044
1069,0,6.77,-3.05,1364.9193
1070,-1,-48.32,1.77,1364.9043
1071,-1,-13.41,1.36,1362.7703
1072,0,0.00,0.00,1362.1143
1073,-1,-107.69,5.38,1360.0837
1074,0,-19.10,2.48,1359.2260
1075,0,32.53,-0.30,1358.8858
1076,-1,-61.20,4.20,1350.0801
1077,-1,-61.20,4.20,1346.1248
1078,0,-8.24,0.38,1343.0696
1079,1,131.76,-13.21,1336.9083
1080,0,55.17,-4.94,1334.7389
1081,0,15.13,-1.23,1334.1837
1082,1,76.50,-4.63,1331.7778
1083,0,-17.56,1.09,1328.7044
1084,1,65.69,-6.80,1323.7837
1085,1,-128.16,10.16,1323.6800
1086,-2,-172.09,8.54,1322.6177
1087,1,65.69,-6.80,1320.2882
1088,0,37.38,-2.49,1314.5293
1089,1,53.25,-3.05,1313.9398
1090,0,-2.40,3.71,1313.4850
1091,0,-20.37,-2.24,1299.7905
1092,0,-8.67,-2.43,1297.8567
1093,-2,-350.69,20.23,1297.3603
1094,1,16.09,6.60,1296.0478
1095,0,26.82,-1.10,1292.7154
1096,1,79.38,-4.05,1291.6377
1097,1,-43.14,5.19,1287.8151
1098,1,143.14,-5.19,1287.7873
1099,5,87.76,5.04,1284.6816
1100,-1,22.92,-6.48,1269.6036
1101,0,6.07,-2.25,1269.4839
1102,1,-108.11,19.31,1268.1162
1103,-1,-37.15,0.60,1267.9837
1104,1,194.94,-14.65,1267.6087
1105,0,0.00,0.00,1266.8753
1106,0,53.48,-6.23,1265.9562
1107,0,0.00,0.00,1265.6485
1108,0,17.08,-1.12,1263.0591
1109,1,16.09,6.60,1262.0573
1110,0,0.00,0.00,1253.6447
1111,1,65.69,-6.80,1251.5821
1112,0,-11.23,-1.78,1241.3735
1113,-1,-27.18,4.86,1240.3242
1114,0,-19.23,0.81,1235.8847
1115,1,10.72,3.11,1234.6847
1116,0,20.31,-2.52,1224.1581
1117,-1,7.53,2.34,1219.8722
1118,-1,13.95,-2.46,1216.6390
1119,-1,-11.75,2.46,1208.9202
1120,-1,16.07,-2.75,1206.2257
1121,-1,-74.67,5.11,1201.5270
1122,0,35.73,-3.66,1201.2500
1123,-3,-196.95,5.09,1200.8497
1124,0,73.09,-4.00,1200.6822
1125,-1,-63.33,5.46,1195.3301
1126,1,48.43,-1.55,1193.2083
1127,0,19.63,1.51,1193.0591
1128,0,51.44,-12.72,1189.4467
1129,0,0.00,1.54,1188.1824
1130,2,127.48,-1.47,1187.4179
1131,0,0.00,0.00,1186.9893
1132,0,0.00,0.00,1182.7611
1133,-3,-52.99,10.33,1174.0409
1134,0,-12.13,0.20,1173.9241
1135,0,0.00,0.00,1170.2277
1136,1,36.87,-0.63,1163.4405
1137,-2,-25.52,-9.83,1162.0836
1138,1,22.29,6.31,1161.6015
1139,0,80.99,-2.60,1156.2753
1140,1,27.24,-1.99,1154.6077
1141,0,-53.34,17.22,1153.8321
1142,0,50.10,-5.60,1150.9586
1143,1,15.86,-1.72,1149.5334
1144,0,12.99,-0.69,1148.6329
1145,0,46.37,-4.99,1147.8268
1146,0,30.06,-2.46,1147.7129
1147,-1,4.66,-2.48,1145.0892
1148,0,25.25,-3.09,1144.7085
1149,0,0.00,0.00,1144.5518
1150,1,0.00,-1.46,1142.3473
1151,0,10.72,-2.02,1140.9906
1152,1,48.43,-1.55,1140.0569
1153,1,60.70,-5.32,1138.3140
1154,0,0.00,0.00,1131.9513
1155,0,62.22,-5.39,1131.4309
1156,0,-30.13,-1.05,1129.5585
1157,0,72.26,-2.62,1129.0747
1158,1,-128.16,10.16,1128.7530
1159,1,46.35,-1.50,1124.6159
1160,0,13.18,-2.85,1122.7842
1161,1,71.63,-3.44,1122.5332
1162,0,-15.80,2.26,1121.9327
1163,1,93.20,-3.90,1121.6847
1164,0,12.67,-3.03,1119.0807
1165,1,12.26,-10.36,1116.7449
1166,2,85.15,9.11,1115.6991
1167,0,0.20,-8.48,1109.9668
1168,-6,-248.72,-0.29,1107.2932
1169,-1,-111.71,7.58,1105.6858
1170,0,69.06,-3.72,1103.0885
1171,-3,-32.71,-9.60,1098.2915
1172,1,13.41,-1.36,1092.6558
1173,1,36.18,4.23,1092.0818
1174,0,20.31,-2.52,1091.6483
1175,0,20.31,-2.53,1090.4448
1176,0,0.00,-7.61,1090.4270
1177,0,8.96,0.09,1087.9648
1178,0,0.00,0.00,1085.8293
1179,-1,-124.34,7.48,1080.8367
1180,0,-9.40,2.04,1078.3390
1181,0,17.90,0.10,1075.1968
1182,1,27.71,0.14,1074.8530
1183,1,72.93,-7.67,1073.2510
1184,0,0.00,0.58,1070.9702
1185,0,0.00,0.00,1068.5346
1186,1,115.08,-1.64,1068.4364
1187,0,0.00,0.00,1065.4405
1188,0,0.00,0.76,1062.1643
1189,0,159.53,-4.59,1059.6978
1190,-1,-24.76,4.38,1054.6908
1191,1,33.34,-2.05,1051.5487
1192,0,39.52,-4.30,1050.1567
1193,-1,-70.12,5.41,1047.4199
1194,-1,-29.56,3.50,1045.1077
1195,0,-33.42,6.37,1043.7535
1196,0,2.03,-2.77,1039.2852
1197,-1,-70.12,5.41,1038.0369
1198,0,-91.20,4.63,1036.9663
1199,0,2.18,0.34,1036.6861
1200,-1,-79.06,5.40,1025.4824
1201,0,-7.38,-1.05,1023.2648
1202,1,80.39,-3.53,1021.9894
1203,0,0.00,0.00,1016.8343
1204,4,102.56,1.84,1016.7145
1205,1,13.41,-1.36,1015.1884
1206,0,-2.93,-0.58,1008.9801
1207,0,0.00,0.00,1008.4586
1208,0,0.00,-0.39,1007.5877
1209,0,0.00,0.00,999.6986
1210,-1,-79.06,5.40,996.9916
1211,0,0.00,0.00,996.3336
1212,0,-31.62,-1.56,994.5917
1213,0,23.19,-2.32,993.5843
1214,0,2.18,0.34,991.8876
1215,-1,-111.64,7.00,991.7112
1216,0,63.55,-1.35,988.9338
1217,0,183.85,-14.84,988.8106
1218,0,12.74,-2.80,988.2677
1219,0,0.00,0.00,987.6221
1220,-1,-62.94,7.46,987.3939
1221,0,-8.17,1.97,985.9981
1222,1,61.17,-7.25,984.8636
1223,1,125.36,-8.90,980.0284
1224,0,0.00,0.00,979.8623
1225,0,65.78,-3.98,979.1858
1226,-1,-17.04,2.95,977.2372
1227,0,11.44,-1.27,976.5823
1228,0,-12.14,3.56,975.6823
1229,1,31.08,-3.74,974.7654
1230,0,-65.38,3.84,973.8810
1231,1,10.57,2.77,970.3248
1232,0,-32.53,0.30,968.2053
1233,0,242.86,-15.09,967.9171
1234,-1,-203.48,13.82,967.7663
1235,0,22.65,-2.36,967.6338
1236,1,13.82,-1.20,964.9157
1237,0,32.38,-3.74,964.7856
1238,1,45.81,-7.66,964.6134
1239,0,8.17,-1.97,962.3489
1240,0,3.02,0.16,962.1894
1241,0,-12.26,2.39,961.9117
1242,1,8.92,4.23,961.5162
1243,-1,-47.55,1.57,960.3669
1244,1,39.66,-4.06,959.9424
1245,0,37.59,-1.64,957.5449
1246,0,-4.75,1.25,956.0080
1247,1,13.51,-3.27,953.3623
1248,-1,-57.14,-5.09,952.3900
1249,0,0.00,0.00,948.5530
1250,0,-59.18,11.71,948.5048
1251,0,-4.75,-1.32,947.4557
1252,0,-10.97,0.27,943.9845
1253,0,-10.76,0.38,943.9807
1254,0,0.00,0.00,943.4762
1255,0,6.55,-0.12,938.3443
1256,0,-33.98,2.16,938.2218
1257,0,0.00,0.00,932.4049
1258,1,31.97,-11.57,931.8816
1259,0,12.26,-3.28,927.2416
1260,0,227.23,-9.71,926.4183
1261,-2,-77.09,8.25,925.8067
1262,1,10.32,-3.78,925.2503
1263,-1,22.90,-3.24,919.6278
1264,0,-26.95,2.35,918.0207
1265,0,0.00,0.00,916.1443
1266,0,198.98,-8.43,913.9221
1267,0,12.26,-2.39,912.6584
1268,0,-33.87,2.74,911.6945
1269,0,214.62,-13.82,911.1361
1270,0,0.00,0.00,909.7866
1271,1,39.66,-4.06,908.7566
1272,0,-76.56,6.21,907.6032
1273,1,-4.75,-1.08,906.2137
1274,0,0.00,0.00,902.7836
1275,0,33.51,-2.32,899.2439
1276,-1,-57.14,-5.09,897.8479
1277,0,-48.79,1.98,895.8002
1278,0,192.90,-13.34,889.0568
1279,0,30.05,5.04,888.6895
1280,1,80.39,-3.53,887.7454
1281,0,0.00,0.00,887.1272
1282,-1,104.98,-6.34,886.9103
1283,-2,-22.93,1.04,886.7118
1284,0,-48.79,1.98,884.5939
1285,-1,20.00,-0.55,882.6962
1286,0,4.25,-0.33,882.4523
1287,-1,-3.81,-1.98,881.0149
1288,0,0.00,0.00,879.7573
1289,0,-15.99,2.13,877.6425
1290,0,-23.05,4.81,877.0354
1291,-1,-118.38,17.54,873.1995
1292,0,13.31,-0.45,873.1495
1293,0,0.00,0.00,871.8954
1294,0,-8.92,2.37,863.7455
1295,0,103.04,-8.59,863.5544
1296,0,0.00,0.00,862.8597
1297,0,-2.37,1.69,859.1646
1298,0,-8.92,2.38,858.8554
1299,0,4.25,-2.34,854.8929
1300,0,-9.62,0.24,854.8409
1301,0,0.00,0.00,852.2691
1302,0,47.08,-6.90,852.1656
1303,0,65.97,-8.76,850.9563
1304,0,54.40,-1.43,846.8570
1305,0,0.00,0.00,846.7970
1306,0,13.15,-2.45,846.3890
1307,0,149.38,-7.74,845.6623
1308,-1,126.50,-7.63,843.2278
1309,0,0.00,0.00,841.6876
1310,0,11.66,-2.16,839.8877
1311,2,133.70,-4.38,839.3811
1312,-1,-140.81,17.85,838.1509
1313,-1,-2.36,-1.33,837.8940
1314,0,14.46,-0.42,836.6413
1315,0,30.24,-2.88,835.5658
1316,-1,-12.77,7.23,835.1167
1317,0,52.84,6.45,834.8293
1318,0,-21.96,1.40,833.4623
1319,1,74.31,3.21,831.5731
1320,0,38.74,-6.33,828.0671
1321,0,0.00,0.00,827.9518
1322,0,-17.21,1.18,826.6296
1323,0,44.31,-5.99,825.1217
1324,0,0.00,0.00,824.9601
1325,0,8.50,-0.46,824.2060
1326,0,25.11,-1.53,823.0999
1327,1,-4.95,-1.70,822.2504
1328,0,-41.57,4.16,821.9149
1329,0,19.63,1.51,819.3940
1330,0,-22.46,1.25,817.4244
1331,-1,15.10,2.38,816.8634
1332,1,197.85,-4.15,816.5227
1333,0,63.18,-1.25,815.6382
1334,0,0.00,-2.18,815.2855
1335,-1,-38.36,0.07,813.4240
1336,0,19.82,-3.60,811.8343
1337,-1,-78.30,9.45,811.5956
1338,0,-35.02,0.19,811.4927
1339,0,63.34,-1.42,811.2887
1340,1,30.23,-2.65,811.0968
1341,0,105.76,-9.56,807.1738
1342,0,7.02,-0.20,804.9670
1343,1,68.45,2.23,803.4431
1344,0,-7.81,-4.69,802.0895
1345,0,2.29,0.24,801.8271
1346,0,33.52,-3.15,801.2398
1347,0,13.18,-2.44,798.6130
1348,0,39.66,-6.22,795.1582
1349,0,0.00,0.00,794.3398
1350,0,48.15,-6.71,793.5914
1351,0,20.61,-1.94,791.2384
1352,-1,-33.34,1.24,790.9265
1353,0,21.48,1.95,790.2104
1354,-8,-194.81,34.10,789.8023
1355,0,72.07,-1.40,787.7300
1356,-1,43.14,-5.19,785.7980
1357,-8,-312.49,12.45,781.9245
1358,0,34.15,-3.10,779.6341
1359,1,39.40,-2.34,778.0846
1360,0,36.77,-3.59,777.8891
1361,0,45.69,-0.16,777.7281
1362,0,-9.51,-0.61,775.9977
1363,0,44.50,-3.89,774.2304
1364,0,34.80,-0.66,773.9606
1365,0,-14.72,-0.11,773.7497
1366,0,24.63,-3.81,773.1577
1367,0,64.12,-9.03,772.2232
1368,0,-143.94,10.90,771.8868
1369,0,55.62,-8.53,768.0436
1370,0,0.00,-2.50,767.8852
1371,0,33.51,-2.32,766.6158
1372,0,0.00,0.00,766.5322
1373,0,-7.81,-1.73,766.3890
1374,0,125.02,-4.76,764.8577
1375,-1,-37.23,7.29,763.3798
1376,0,0.00,-5.45,763.3071
1377,0,153.63,-11.77,762.0997
1378,0,0.00,-5.45,761.2578
1379,0,19.72,-2.91,761.1821
1380,0,18.36,-3.65,758.3424
1381,0,-23.97,-2.13,756.3121
1382,1,9.05,2.30,755.5801
1383,0,-128.83,5.85,755.4450
1384,-5,-239.25,15.05,754.1970
1385,0,13.41,-6.33,753.2101
1386,0,-13.41,-1.62,752.2814
1387,0,21.37,-2.47,750.4750
1388,0,0.00,-5.45,749.0401
1389,0,31.32,-10.69,748.8061
1390,-1,2.00,-11.57,746.4677
1391,0,-21.11,1.40,746.4477
1392,0,63.13,-1.41,743.4524
1393,1,105.18,2.42,742.4453
1394,0,-13.41,-4.57,741.9444
1395,0,7.02,-0.20,740.5025
1396,0,-7.70,0.52,739.6587
1397,0,31.96,-1.99,739.5797
1398,1,87.78,-6.85,738.1769
1399,0,58.61,-2.48,737.8545
1400,0,-5.60,-2.38,736.8063
1401,-1,-46.35,1.50,735.9309
1402,0,53.48,-8.01,735.4113
1403,-1,-85.97,18.97,730.8710
1404,-1,10.83,-3.88,730.7431
1405,0,0.00,-5.45,729.7291
1406,0,7.81,-6.21,728.7696
1407,0,54.63,-0.15,727.1583
1408,-1,-88.82,0.88,726.1722
1409,0,66.98,-2.17,725.8083
1410,0,-15.51,1.28,724.5596
1411,0,0.00,0.00,723.7736
1412,0,5.60,-5.57,723.7563
1413,0,174.63,-12.77,723.6493
1414,0,3.15,3.21,723.6018
1415,-1,-23.81,6.41,722.1865
1416,0,13.41,-6.33,720.6269
1417,0,40.60,-1.47,718.8057
1418,0,-66.98,2.17,716.9544
1419,0,0.00,-2.31,715.4771
1420,1,41.05,3.90,714.6038
1421,0,-31.96,1.99,713.9801
1422,0,-12.94,1.44,710.2268
1423,-1,-31.63,7.18,709.2530
1424,0,-5.60,-5.33,708.7976
1425,0,4.39,-2.27,708.6638
1426,-1,-48.43,1.55,706.8647
1427,0,10.79,-0.36,704.5132
1428,0,1.86,-0.04,702.8168
1429,-1,-58.78,11.00,702.0942
1430,1,65.37,2.67,699.5341
1431,0,-13.98,0.37,699.3257
1432,0,-11.16,0.17,695.2965
1433,0,3.02,0.16,694.1668
1434,0,-63.81,4.66,692.4546
1435,0,-9.81,0.25,691.6850
1436,0,7.81,-3.63,691.1167
1437,0,5.60,-5.57,689.4225
1438,0,48.79,-1.98,688.9221
1439,0,-11.23,-0.34,682.8326
1440,0,-8.17,-0.96,682.3567
1441,0,0.00,0.00,680.7370
1442,-1,2.24,-16.19,680.3454
1443,0,-9.33,0.29,679.6931
1444,1,62.02,2.21,678.0928
1445,0,-36.26,0.30,677.5517
1446,1,79.95,0.25,675.7726
1447,-1,-87.90,4.00,674.6478
1448,0,-78.17,3.95,673.4713
1449,0,-27.19,0.41,672.4616
