ID,CC Diff (slow-fast),HV Diff (slow-fast),MI Diff (slow-fast),Slow-Fast MediTime
2911,0,6.47,-1.92,72.9592
2912,0,-16.96,0.48,72.8984
2913,0,0.00,0.00,72.8224
2914,0,-65.01,10.81,72.7341
2915,1,53.12,-4.68,72.3938
2916,4,177.65,-3.23,71.7556
2917,-1,11.95,0.80,71.6247
2918,0,57.04,-2.30,71.5352
2919,0,34.86,-3.19,71.2618
2920,-1,-79.54,4.44,71.0998
2921,0,12.06,-1.58,71.0887
2922,0,5.96,-0.08,71.0299
2923,0,-37.54,2.24,70.9179
2924,2,79.69,-0.14,70.5043
2925,0,13.50,-0.02,70.4103
2926,-1,-19.43,7.56,70.1249
2927,-1,-31.28,0.53,70.0701
2928,0,1.95,-2.58,70.0457
2929,0,-3.91,3.07,69.8863
2930,0,0.00,0.93,69.8253
2931,1,138.00,-9.97,69.6847
2932,0,23.65,-1.28,69.6744
2933,0,48.30,-3.31,69.3861
2934,0,2.22,-1.56,69.3263
2935,0,0.00,0.00,69.1186
2936,0,-1.85,-2.05,68.8201
2937,0,0.00,-9.07,68.4810
2938,0,-62.55,12.74,68.4654
2939,1,73.04,-3.04,68.4188
2940,0,0.00,0.00,68.3702
2941,-1,-61.62,4.10,68.1289
2942,-1,-65.45,5.25,68.0476
2943,0,79.43,-9.69,68.0142
2944,0,21.04,-1.41,67.8738
2945,-4,-97.26,11.34,67.8150
2946,0,31.35,-4.62,67.7768
2947,0,67.76,-7.35,67.7567
2948,0,12.74,-2.89,67.5385
2949,1,87.10,-3.98,67.5128
2950,0,0.00,-2.50,67.2560
2951,-1,8.92,-6.24,67.2098
2952,0,19.21,-0.92,67.1630
2953,-2,46.38,-4.18,67.0835
2954,0,-24.53,4.19,67.0555
2955,0,-6.93,-2.11,67.0152
2956,1,59.72,-7.80,66.8128
2957,0,0.00,0.00,66.7064
2958,0,44.19,-4.46,66.4530
2959,1,119.31,-6.65,66.4471
2960,0,-59.62,2.51,66.2440
2961,0,0.00,0.00,66.1279
2962,0,30.85,-4.23,66.0066
2963,0,2.15,-1.20,66.0015
2964,0,11.02,-0.23,65.8908
2965,-1,-14.54,4.40,65.4441
2966,-2,58.13,-4.65,65.3449
2967,0,63.80,-4.31,65.3240
2968,0,8.50,-0.82,65.2736
2969,0,73.09,-5.03,65.1919
2970,-3,-161.97,11.63,65.1752
2971,0,-29.67,-1.02,65.0567
2972,0,-99.32,5.41,64.9725
2973,-1,11.27,-5.83,64.9097
2974,1,109.22,-8.86,64.9091
2975,1,91.44,-6.62,64.7342
2976,0,-7.48,0.15,64.7215
2977,1,99.05,-8.60,64.7027
2978,1,76.21,0.27,64.6793
2979,0,80.10,-5.13,64.5479
2980,0,102.45,-15.28,64.5319
2981,0,2.03,-2.10,64.4967
2982,2,196.14,-6.84,64.3632
2983,0,-4.39,1.59,64.3440
2984,1,48.75,2.70,64.1533
2985,1,135.46,-6.76,64.0870
2986,2,157.07,-4.75,64.0196
2987,0,-1.79,0.39,63.9560
2988,-1,-29.15,8.56,63.6898
2989,-1,-43.49,-1.76,63.6554
2990,1,28.84,0.60,63.6446
2991,3,3.02,8.51,63.5434
2992,0,0.00,0.00,63.5226
2993,1,53.12,-4.68,63.3115
2994,-1,-61.62,0.62,63.1260
2995,-1,-58.02,3.14,63.1132
2996,2,76.38,-0.09,63.1067
2997,0,76.84,-4.84,63.0204
2998,0,-6.98,2.05,62.9770
2999,-1,-22.77,-3.71,62.9728
3000,-1,-54.36,1.08,62.7153
3001,0,-96.84,7.74,62.6777
3002,0,-61.23,1.12,62.6337
3003,2,-23.48,5.74,62.5552
3004,0,54.19,-3.79,62.4729
3005,0,0.00,0.00,62.2285
3006,0,2.26,0.18,62.1241
3007,-2,181.28,-15.05,62.1003
3008,0,-59.20,3.03,62.0437
3009,0,17.84,-1.75,61.9884
3010,0,0.00,0.93,61.5277
3011,1,64.75,-9.68,61.4153
3012,1,165.28,-15.26,61.3424
3013,0,0.00,0.00,61.0156
3014,-1,14.18,0.11,60.9967
3015,1,59.72,-7.80,60.7182
3016,1,84.08,1.57,60.7128
3017,-1,-14.42,-1.27,60.6730
3018,1,71.17,-0.07,60.4954
3019,1,38.33,2.63,60.4732
3020,-1,-28.27,2.61,60.3629
3021,1,31.53,0.19,60.2628
3022,0,45.63,-7.81,60.1830
3023,0,22.89,-0.41,60.1225
3024,1,-28.84,0.55,60.1002
3025,1,0.00,-0.29,59.7733
3026,1,173.78,-11.11,59.2593
3027,0,69.38,-8.01,59.2401
3028,0,45.63,-7.81,59.0308
3029,0,-17.51,1.07,58.7451
3030,0,-14.54,-1.96,58.7115
3031,0,5.39,0.74,58.6325
3032,0,8.92,-0.02,58.5880
3033,0,-15.39,7.22,58.5793
3034,0,0.89,-1.84,58.5159
3035,0,-20.18,0.92,58.4570
3036,-3,-96.53,-3.60,58.2905
3037,0,-86.93,12.62,58.1342
3038,-1,9.40,-7.32,57.8304
3039,0,17.89,-0.23,57.7692
3040,0,4.70,-0.63,57.7651
3041,0,19.66,-1.22,57.7454
3042,0,0.00,0.00,57.6228
3043,0,23.61,-0.43,57.5951
3044,0,20.94,-3.64,57.5565
3045,0,41.82,-5.01,57.4933
3046,0,-40.25,13.00,57.4367
3047,-1,-35.27,1.67,57.4265
3048,1,161.46,-11.06,57.4080
3049,0,0.13,0.02,57.3606
3050,0,20.45,-0.38,57.2574
3051,1,118.79,0.09,57.2310
3052,0,9.91,-1.00,57.1708
3053,1,94.59,-7.98,57.1163
3054,0,20.08,-2.76,57.0540
3055,0,3.31,0.16,57.0163
3056,-1,-12.50,-5.60,56.6877
3057,0,-28.00,-0.52,56.5387
3058,1,-13.93,-1.69,56.4135
3059,0,0.00,0.00,56.3785
3060,0,0.07,0.67,56.3525
3061,1,-4.32,-2.42,56.3370
3062,0,-104.18,5.63,56.3310
3063,0,101.07,-18.66,56.1361
3064,-1,149.00,1.20,55.8603
3065,0,0.00,0.00,55.8109
3066,-1,7.14,-6.26,55.5931
3067,0,-2.61,2.30,55.4072
3068,0,25.94,-3.39,55.2990
3069,2,88.08,-10.90,55.0021
3070,1,25.40,0.02,54.9854
3071,0,19.10,-6.01,54.9269
3072,1,57.35,-7.22,54.7281
3073,0,21.32,-0.57,54.7241
3074,0,-105.96,5.90,54.6479
3075,0,8.92,-0.02,54.6467
3076,0,16.71,-0.32,54.5667
3077,1,138.57,-9.81,54.4751
3078,0,-58.59,10.20,54.4678
3079,0,14.12,-2.09,54.4075
3080,-1,-23.50,1.80,54.4003
3081,1,117.60,-12.62,54.3963
3082,0,95.20,-7.11,54.3795
3083,0,-20.18,0.92,54.3255
3084,0,28.67,-3.29,54.3242
3085,0,-4.95,2.66,54.3076
3086,1,179.71,-14.88,54.2459
3087,0,34.19,-7.72,54.2170
3088,0,-118.83,11.11,54.1048
3089,-1,28.67,-1.84,54.0978
3090,0,-31.32,3.31,54.0379
3091,0,16.10,-0.35,53.9978
3092,-1,-44.16,3.02,53.9442
3093,0,-114.07,6.01,53.7763
3094,0,11.42,-2.02,53.6903
3095,0,2.89,0.17,53.6383
3096,1,78.87,-8.50,53.5212
3097,0,-30.40,-0.87,53.4131
3098,0,30.40,-3.55,53.3887
3099,1,109.22,-8.86,53.2830
3100,0,0.00,0.00,53.1082
3101,0,-6.31,-4.65,53.0650
3102,0,11.55,-0.20,53.0441
3103,0,21.01,-1.00,53.0075
3104,0,19.10,-6.01,52.8833
3105,0,0.00,0.00,52.8831
3106,0,58.41,-5.69,52.5941
3107,0,2.64,0.22,52.5239
3108,1,135.98,-6.67,52.2320
3109,0,-6.80,1.94,51.9547
3110,0,0.00,0.00,51.8466
3111,0,0.00,0.00,51.8260
3112,0,-5.04,-1.29,51.7809
3113,0,-37.60,4.45,51.7112
3114,0,0.89,-1.84,51.6366
3115,0,0.00,-1.21,51.5093
3116,0,-40.25,5.18,51.3635
3117,0,0.00,0.00,51.2841
3118,-1,-53.38,1.32,51.2124
3119,0,5.09,-0.93,51.1727
3120,-1,-41.85,9.14,51.1685
3121,1,19.80,5.23,51.1298
3122,0,34.63,-10.12,51.0740
3123,1,180.23,-10.23,50.7988
3124,0,-15.59,5.82,50.7751
3125,1,119.87,-6.50,50.6794
3126,-1,-11.68,-6.75,50.6378
3127,0,-24.45,-1.73,50.5961
3128,-1,-24.53,0.81,50.3537
3129,2,229.75,-10.25,50.3472
3130,0,0.00,0.00,50.3166
3131,0,-25.11,7.85,50.2455
3132,0,-46.61,8.56,50.1712
3133,0,-15.26,-1.31,50.1639
3134,1,160.95,-11.61,50.1520
3135,0,81.78,-11.53,49.9635
3136,-1,-54.61,2.25,49.9051
3137,0,-15.22,-3.85,49.8704
3138,-1,-40.30,1.38,49.7862
3139,0,0.00,0.00,49.7532
3140,0,-6.90,-0.10,49.7257
3141,0,-30.64,1.80,49.6532
3142,0,7.53,0.00,49.5470
3143,0,38.56,-2.20,49.4791
3144,0,-46.89,3.94,49.4343
3145,1,30.89,-6.46,49.4024
3146,0,-6.31,0.01,49.3780
3147,-1,-12.51,-2.03,49.3689
3148,0,9.86,-0.40,49.3146
3149,0,-35.46,9.65,49.2177
3150,0,22.93,-4.75,49.1243
3151,-1,-143.72,0.49,49.0082
3152,1,-2.17,9.36,48.9561
3153,0,12.67,-1.92,48.8115
3154,-1,-36.68,1.08,48.7079
3155,-1,-54.36,1.08,48.6966
3156,0,32.93,-2.36,48.4494
3157,1,-43.14,5.19,48.2691
3158,0,23.15,1.57,48.2606
3159,1,65.98,-8.56,48.0899
3160,0,-8.06,0.02,48.0898
3161,-1,-17.56,-1.84,48.0465
3162,1,-14.24,-2.11,47.9676
3163,0,-22.04,-1.86,47.8938
3164,0,-37.98,6.06,47.8663
3165,0,-29.72,4.70,47.7082
3166,-1,-57.41,1.30,47.6330
3167,0,8.23,-2.04,47.5773
3168,0,-47.86,2.22,47.4241
3169,1,12.01,-0.20,47.4013
3170,0,5.25,2.73,47.3891
3171,0,-15.43,7.44,47.3484
3172,0,-2.11,0.22,47.3093
3173,1,141.21,-8.77,47.2301
3174,0,0.00,0.00,47.1920
3175,-1,136.15,3.72,47.1100
3176,0,-11.92,-8.03,47.0415
3177,1,33.03,3.04,47.0188
3178,0,-6.27,0.47,46.9499
3179,-1,-65.15,2.11,46.9486
3180,0,5.86,0.45,46.9247
3181,0,8.59,-0.06,46.7622
3182,0,-25.44,0.82,46.6888
3183,1,27.08,0.64,46.5955
3184,0,-11.38,0.08,46.3062
3185,0,-40.25,14.91,46.2449
3186,1,186.27,-15.10,46.2189
3187,-1,0.00,-6.94,46.2118
3188,0,0.00,0.00,46.2009
3189,0,40.62,-5.70,46.1802
3190,0,0.00,0.00,46.1155
3191,1,69.58,-4.18,46.1141
3192,0,-14.54,-1.96,45.9955
3193,1,-14.24,-2.11,45.9770
3194,1,239.20,-18.20,45.9210
3195,0,52.70,1.54,45.9040
3196,2,176.88,-3.79,45.8131
3197,0,-4.32,-2.14,45.8036
3198,0,3.04,-0.18,45.5048
3199,-3,-71.98,-10.61,45.4560
3200,0,25.88,-4.26,45.3782
3201,0,84.64,-10.40,45.2867
3202,0,153.80,-19.88,45.2187
3203,0,-3.53,-2.03,45.2091
3204,3,208.92,-13.34,45.1085
3205,0,-17.36,2.47,45.0821
3206,0,43.79,-7.84,44.7982
3207,0,-24.53,-0.47,44.7341
3208,0,37.02,-4.53,44.6971
3209,0,0.00,0.00,44.5114
3210,1,17.29,-6.81,44.5067
3211,0,47.08,-6.66,44.4495
3212,0,21.31,-2.47,44.3754
3213,0,-19.75,5.30,44.3515
3214,0,54.61,-6.50,44.3284
3215,0,8.23,-1.21,44.2569
3216,1,-142.87,8.52,44.2465
3217,-2,-66.14,4.21,44.1801
3218,1,-8.34,-2.22,44.1736
3219,0,0.00,0.00,44.1651
3220,0,7.37,9.01,44.0535
3221,1,174.55,-11.01,44.0380
3222,-1,-60.83,2.34,43.9516
3223,0,61.26,-4.99,43.8485
3224,0,12.29,0.94,43.8427
3225,0,-44.49,2.82,43.7854
3226,-1,-82.12,9.54,43.7440
3227,0,-9.05,-4.29,43.7286
3228,2,151.33,-1.74,43.6074
3229,0,-27.55,2.14,43.5029
3230,0,33.24,-2.48,43.4978
3231,1,-37.77,3.85,43.4556
3232,-1,-92.56,8.47,43.4512
3233,0,15.18,-2.80,43.4413
3234,0,0.00,0.00,43.4254
3235,0,-8.22,0.31,43.3031
3236,0,0.00,0.00,43.2202
3237,0,-25.13,-3.93,43.1756
3238,3,104.87,-2.17,43.1463
3239,1,145.79,-14.19,43.0326
3240,1,87.92,-6.99,43.0280
3241,1,121.78,-8.61,43.0245
3242,0,3.72,0.28,42.9156
3243,-1,-55.58,0.92,42.8897
3244,-1,-61.26,2.18,42.8505
3245,0,-27.08,-0.95,42.8360
3246,0,-34.79,1.16,42.8353
3247,0,-37.92,10.74,42.8155
3248,0,19.09,-1.22,42.8061
3249,-1,-76.87,-5.23,42.7950
3250,1,-25.57,6.86,42.7805
3251,0,-17.29,-1.37,42.7146
3252,0,-265.99,8.51,42.6955
3253,-1,-45.68,-0.71,42.6622
3254,-1,-119.11,9.87,42.6440
3255,1,70.28,-7.26,42.5976
3256,0,42.95,-4.25,42.5971
3257,-1,-51.84,7.70,42.3978
3258,0,-4.54,-3.03,42.3843
3259,0,40.78,-3.24,42.3318
3260,0,-6.99,0.10,42.3158
3261,0,4.73,-4.70,42.2159
3262,0,-175.78,16.39,42.1733
3263,0,37.02,-4.53,42.1371
3264,0,26.36,-2.22,42.0982
3265,0,29.49,-0.43,42.0264
3266,0,16.64,-3.99,42.0181
3267,0,126.20,-6.89,42.0129
3268,-1,-12.85,3.64,41.9840
3269,0,-40.56,5.24,41.9472
3270,0,-40.25,8.34,41.8768
3271,1,98.44,-9.45,41.8354
3272,0,-55.41,-1.05,41.7246
3273,0,-39.97,6.03,41.7125
3274,0,-14.17,0.39,41.6562
3275,-1,-82.47,4.12,41.5332
3276,0,-88.93,7.72,41.4395
3277,0,0.00,0.00,41.4034
3278,0,7.84,-0.24,41.4024
3279,0,11.58,-1.34,41.3068
3280,-1,-29.77,0.37,41.1605
3281,0,10.64,3.49,41.1542
3282,1,31.08,-3.74,41.1302
3283,0,-104.21,16.41,41.1079
3284,0,26.88,-3.01,41.0973
3285,-1,-55.72,1.23,41.0730
3286,0,55.30,-13.03,41.0124
3287,1,21.38,1.33,41.0065
3288,0,0.00,0.00,40.9954
3289,0,-16.50,0.29,40.9923
3290,-1,-46.39,4.76,40.9786
3291,1,11.82,2.97,40.9639
3292,1,39.66,-4.06,40.9599
3293,0,-21.80,-2.75,40.9157
3294,0,-21.86,1.79,40.8834
3295,0,22.29,-11.76,40.8532
3296,1,-8.34,-2.22,40.8434
3297,0,0.00,0.00,40.7694
3298,-1,-35.68,1.10,40.7415
3299,0,37.87,-3.84,40.7331
3300,0,11.20,-2.89,40.6904
3301,0,12.98,-0.53,40.6366
3302,-1,-35.68,1.05,40.5834
3303,0,0.00,0.00,40.5764
3304,0,92.97,-4.65,40.4433
3305,0,0.00,0.00,40.4392
3306,-1,-42.46,5.72,40.3475
3307,0,56.06,-2.98,40.3157
3308,0,-47.55,9.58,40.3084
3309,0,-6.35,-0.37,40.3033
3310,0,0.00,0.00,40.2606
3311,0,7.37,9.01,40.2485
3312,0,89.67,-0.60,40.2030
3313,-3,-198.03,5.29,40.0243
3314,1,60.14,0.17,39.9916
3315,1,48.53,-9.71,39.9221
3316,-1,-95.47,2.86,39.7571
3317,0,-25.11,12.51,39.6775
3318,-1,-63.37,1.59,39.6749
3319,1,8.17,1.37,39.6651
3320,0,29.31,-2.58,39.5879
3321,0,0.00,0.00,39.5632
3322,-1,-101.24,7.51,39.4779
3323,0,-12.97,0.76,39.4385
3324,1,169.99,-10.10,39.4250
3325,0,0.00,0.00,39.3784
3326,-1,83.59,-8.02,39.3752
3327,0,-19.43,7.94,39.3696
3328,-1,57.89,-4.82,39.3562
3329,0,48.02,-3.20,39.1931
3330,0,0.00,0.00,39.1029
3331,0,45.16,-5.10,39.0792
3332,0,53.72,-6.73,39.0634
3333,1,66.72,-9.32,39.0196
3334,0,31.21,-1.26,39.0176
3335,-1,0.00,-7.08,39.0080
3336,0,-2.12,-1.25,38.9658
3337,-1,-24.04,-2.49,38.8938
3338,-2,-91.89,9.72,38.8247
3339,0,16.14,-0.35,38.7873
3340,0,-12.89,0.01,38.7698
3341,0,0.00,0.00,38.7365
3342,1,21.31,-0.85,38.6932
3343,-1,-11.32,3.25,38.6630
3344,0,-14.54,-1.96,38.5917
3345,0,-66.59,12.34,38.4814
3346,-1,-24.61,5.14,38.4724
3347,-2,0.21,-0.67,38.4000
3348,1,97.88,-6.39,38.3981
3349,1,60.80,-10.34,38.3874
3350,0,-4.09,1.83,38.2819
3351,0,0.00,0.00,38.2713
3352,0,0.00,0.00,38.1868
3353,4,-13.63,-1.47,38.1861
3354,0,16.88,-4.43,38.1812
3355,-1,28.53,-2.30,38.0900
3356,2,166.46,-2.46,37.9582
3357,0,7.56,-0.63,37.9531
3358,4,46.88,-1.14,37.9144
3359,0,0.00,0.00,37.9034
3360,0,33.61,-1.03,37.8443
3361,0,8.24,-0.38,37.8148
3362,1,48.53,-9.71,37.7857
3363,1,28.73,-5.19,37.6335
3364,1,42.00,-9.53,37.6062
3365,-1,-2.00,-6.39,37.6049
3366,0,4.75,-1.30,37.6028
3367,0,-9.05,-1.51,37.5728
3368,-1,-35.14,1.16,37.5131
3369,0,85.69,-4.31,37.4984
3370,0,10.07,-0.74,37.4848
3371,1,67.30,-2.77,37.4533
3372,-2,-97.15,6.80,37.4016
3373,0,-29.97,8.34,37.3274
3374,0,-62.67,6.61,37.3216
3375,-1,-82.12,9.54,37.2261
3376,-1,-58.63,7.79,37.2245
3377,-1,-15.94,-6.63,37.0726
3378,0,0.00,0.00,37.0181
3379,-1,-38.46,0.95,36.9840
3380,0,-20.45,4.22,36.9777
3381,-1,-34.29,0.60,36.8207
3382,1,39.66,-4.06,36.7996
3383,0,-14.54,-4.91,36.7570
3384,0,-50.93,9.08,36.7184
3385,-1,-37.15,0.94,36.6387
3386,0,-35.40,0.51,36.6216
3387,-1,-25.71,2.24,36.6084
3388,0,0.00,0.53,36.5696
3389,-5,-326.42,20.41,36.5457
3390,8,401.32,-20.63,36.4392
3391,-3,-176.39,3.52,36.4364
3392,1,93.45,-9.82,36.4352
3393,0,-14.54,1.66,36.4199
3394,1,6.53,3.86,36.3533
3395,1,17.64,-2.98,36.3435
3396,-1,-58.78,2.85,36.2784
3397,0,26.51,0.13,36.2716
3398,-1,-42.36,4.20,36.2436
3399,-1,-58.02,3.69,36.2191
3400,0,15.10,-0.02,36.1408
3401,-1,-40.13,1.35,36.1330
3402,0,-25.38,8.12,36.0505
3403,0,-14.54,-1.96,36.0423
3404,0,-14.54,1.66,35.9979
3405,-1,-32.51,1.54,35.9960
3406,-1,-39.45,1.39,35.9633
3407,0,-27.13,1.26,35.9272
3408,0,-18.09,0.83,35.8901
3409,0,-56.52,5.40,35.8876
3410,1,-2.41,-0.27,35.8652
3411,0,-49.38,8.70,35.8384
3412,-1,-82.12,9.54,35.8086
3413,0,54.95,-8.66,35.7825
3414,0,-14.54,1.66,35.7785
3415,0,-22.79,1.20,35.7565
3416,-5,-287.55,22.58,35.7444
3417,0,4.64,1.64,35.7390
3418,0,-11.86,1.13,35.7306
3419,0,-14.54,1.66,35.7151
3420,-1,-99.58,9.74,35.7124
3421,1,39.66,-4.06,35.5452
3422,-1,-26.35,0.95,35.5169
3423,2,166.19,-10.79,35.4906
3424,0,11.66,-0.21,35.4642
3425,0,15.67,0.05,35.3858
3426,0,4.58,-1.62,35.3377
3427,0,-39.19,5.32,35.3076
3428,0,8.64,-0.01,35.1753
3429,0,66.03,-6.76,35.1367
3430,0,-43.11,1.87,35.1170
3431,2,194.01,-4.82,35.0628
3432,0,-53.48,8.24,35.0621
3433,0,4.70,-1.29,35.0589
3434,-1,-86.49,4.59,35.0441
3435,-1,-72.71,9.97,35.0392
3436,-3,-87.45,8.10,35.0007
3437,-5,-289.09,19.36,34.9551
3438,-4,-242.87,18.08,34.9523
3439,0,0.00,0.00,34.9225
3440,0,49.16,-5.11,34.8914
3441,0,-2.53,7.49,34.7949
3442,0,54.69,-4.96,34.7448
3443,0,10.07,-0.74,34.7284
3444,-1,-82.12,9.54,34.7280
3445,0,0.00,0.00,34.7217
3446,-2,-33.36,0.36,34.6417
3447,0,46.54,-5.97,34.5705
3448,0,-42.69,6.25,34.5516
3449,2,37.19,2.36,34.4790
3450,-1,-16.66,-5.19,34.4767
3451,0,38.51,-5.30,34.4344
3452,0,-14.54,-1.96,34.3768
3453,0,0.00,0.00,34.3681
3454,-1,-62.49,5.43,34.3131
3455,1,-72.98,2.64,34.2649
3456,0,-25.44,-1.38,34.2359
3457,0,-59.34,10.28,34.2230
3458,-1,-89.92,6.68,34.2058
3459,0,0.00,0.00,34.1262
3460,0,-20.55,2.38,34.1037
3461,0,-40.22,2.13,34.0231
3462,0,87.19,-11.75,34.0073
3463,1,-63.58,3.07,34.0013
3464,0,38.65,-4.98,33.9727
3465,0,-14.54,-1.96,33.9584
3466,1,-133.36,8.96,33.9567
3467,0,5.17,-0.05,33.9397
3468,0,0.00,0.00,33.9124
3469,-1,-8.78,-6.11,33.9058
3470,0,1.96,0.23,33.8933
3471,0,23.66,-1.82,33.8909
3472,0,29.72,-4.70,33.7494
3473,1,102.83,-9.55,33.6821
3474,0,-14.54,-4.91,33.6502
3475,0,-25.04,7.84,33.6466
3476,0,-14.54,-1.96,33.5466
3477,1,-141.99,10.14,33.5457
3478,1,-114.34,8.56,33.5325
3479,0,36.18,-4.13,33.4767
3480,0,8.86,0.19,33.4748
3481,-5,-206.34,14.10,33.4724
3482,2,31.00,8.76,33.3994
3483,-1,-56.21,1.71,33.3445
3484,-1,6.88,-8.68,33.3302
3485,-1,-66.29,5.11,33.3160
3486,0,-9.62,0.72,33.2073
3487,-2,-78.99,4.74,33.1565
3488,0,-52.66,1.45,33.1181
3489,0,61.23,-9.20,33.0028
3490,1,17.77,4.69,32.9877
3491,4,258.05,-25.02,32.9456
3492,0,-38.65,1.07,32.9342
3493,0,69.57,-9.75,32.8349
3494,0,77.37,-8.74,32.7914
3495,0,27.30,5.11,32.7585
3496,-1,-30.74,-1.37,32.6943
3497,0,-55.02,0.97,32.6328
3498,5,155.40,-0.45,32.5750
3499,0,-53.51,2.94,32.5660
3500,0,14.15,-0.45,32.5453
3501,-1,-20.69,1.35,32.4779
3502,0,-6.31,0.14,32.4480
3503,0,-59.78,6.46,32.3955
3504,1,71.94,-3.46,32.3625
3505,0,68.58,-11.87,32.3517
3506,0,-52.66,1.45,32.2823
3507,0,85.33,-9.41,32.2471
3508,0,61.09,-2.42,32.1854
3509,0,53.72,-7.97,32.1799
3510,0,-18.53,0.07,32.0533
3511,0,0.00,0.00,31.9460
3512,-1,-55.53,3.91,31.9308
3513,-4,15.93,-10.78,31.9292
3514,0,56.30,-5.17,31.9228
3515,0,73.99,-8.38,31.9134
3516,1,86.77,-8.41,31.8973
3517,0,2.31,0.06,31.8753
3518,0,77.32,-11.30,31.8587
3519,0,49.60,-5.43,31.7343
3520,0,-9.73,0.81,31.6928
3521,0,14.67,-0.29,31.6806
3522,0,-14.97,1.17,31.6779
3523,0,67.65,-6.36,31.6356
3524,-2,-107.95,0.41,31.6228
3525,2,96.90,0.39,31.5838
3526,0,2.14,0.39,31.5687
3527,0,14.15,-0.45,31.5397
3528,0,-52.66,1.45,31.5163
3529,0,23.66,-1.82,31.4842
3530,-1,-62.49,4.02,31.4838
3531,0,7.06,1.53,31.4563
3532,-1,21.38,-9.05,31.4476
3533,-1,3.12,-7.99,31.4462
3534,0,5.78,-2.42,31.4291
3535,0,44.23,-4.06,31.3648
3536,0,22.22,-0.36,31.3291
3537,-1,-9.81,3.24,31.2956
3538,0,-6.80,0.03,31.1998
3539,0,-46.61,8.56,31.1800
3540,0,7.37,9.01,31.1574
3541,-1,-29.66,1.40,31.1435
3542,0,-19.61,3.12,31.0970
3543,2,143.20,1.87,31.0409
3544,0,9.86,-0.81,31.0362
3545,0,-69.33,4.88,31.0056
3546,0,87.32,-9.32,31.0018
3547,0,0.00,0.00,30.9793
3548,0,0.00,0.00,30.9417
3549,-3,-211.46,19.41,30.9345
3550,-1,2.22,2.39,30.9071
3551,1,-74.93,11.39,30.8892
3552,0,-14.43,0.37,30.7105
3553,-3,-3.24,-7.68,30.6456
3554,0,-6.58,0.04,30.6370
3555,0,14.15,-0.45,30.6366
3556,1,57.73,-2.30,30.5596
3557,1,4.09,3.67,30.4948
3558,0,-10.22,-6.11,30.4602
3559,0,14.42,-0.80,30.4593
3560,0,85.40,-15.06,30.3602
3561,0,13.95,-1.22,30.3405
3562,1,14.77,-2.37,30.1781
3563,3,35.16,-0.55,30.1191
3564,0,29.41,-5.88,30.0458
3565,0,0.00,0.00,29.9753
3566,-1,-91.44,6.61,29.9630
3567,0,-18.33,3.45,29.8968
3568,0,6.62,-5.27,29.8673
3569,0,15.33,-2.26,29.8328
3570,1,40.29,-5.47,29.6910
3571,1,89.25,0.92,29.6530
3572,2,94.29,-9.45,29.6349
3573,0,102.69,-12.11,29.5825
3574,-1,-47.61,1.92,29.5786
3575,0,-225.12,14.63,29.5610
3576,-1,-27.23,0.56,29.5568
3577,0,0.00,0.00,29.5262
3578,1,74.15,-2.49,29.4978
3579,-1,-14.77,2.37,29.4801
3580,-1,-60.80,10.34,29.4338
3581,-1,-42.84,5.51,29.4202
3582,0,41.36,-1.08,29.3954
3583,0,53.20,-4.43,29.3938
3584,0,-6.07,0.54,29.3795
3585,0,-4.39,0.35,29.2707
3586,-7,-45.86,0.59,29.2320
3587,0,30.06,3.16,28.8192
3588,0,-9.69,0.33,28.7945
3589,0,0.00,0.00,28.7074
3590,0,0.00,0.00,28.6972
3591,0,121.94,-0.29,28.6578
3592,0,34.17,-0.31,28.6564
3593,3,35.16,-1.05,28.5930
3594,-1,-100.09,6.86,28.5492
3595,0,53.72,-6.73,28.5147
3596,0,45.38,-7.43,28.4690
3597,0,-59.78,6.46,28.3056
3598,3,173.77,2.04,28.2901
3599,3,73.07,3.88,28.2901
3600,0,0.00,0.00,28.2635
3601,0,-8.34,6.93,28.2145
3602,1,185.21,3.73,28.1788
3603,0,-21.24,3.84,28.1463
3604,-2,-33.98,0.46,28.1446
3605,-4,-84.41,1.07,28.1408
3606,0,-13.20,-1.12,28.1209
3607,0,0.00,0.00,28.0763
3608,0,52.40,-3.89,28.0258
3609,0,33.21,-3.96,27.9970
3610,-1,-55.41,2.89,27.9907
3611,0,0.00,0.00,27.9677
3612,-1,-80.75,11.71,27.8856
3613,0,0.00,0.00,27.7941
3614,2,102.99,-5.78,27.7740
3615,0,38.76,2.54,27.7725
3616,1,-14.24,-2.11,27.7557
3617,0,15.42,-7.37,27.7499
3618,1,9.81,3.32,27.7172
3619,0,54.39,-6.55,27.6401
3620,-1,2.30,-1.99,27.6108
3621,0,0.00,0.00,27.4831
3622,-1,-72.57,3.86,27.2711
3623,1,202.18,2.37,27.2693
3624,0,125.76,-0.08,27.2404
3625,0,6.54,0.76,27.2180
3626,2,-55.06,14.73,27.2089
3627,0,-40.92,1.44,27.1690
3628,0,-31.65,3.76,27.1408
3629,0,-11.58,2.02,27.1039
3630,1,40.70,-9.29,27.0984
3631,1,42.46,-5.71,27.0365
3632,1,57.80,-3.61,26.9932
3633,0,0.00,0.00,26.9626
3634,0,129.48,-9.63,26.8623
3635,0,-10.52,0.09,26.8471
3636,0,44.12,-3.63,26.8269
3637,0,-33.37,8.75,26.7748
3638,-5,-14.90,-1.67,26.7431
3639,0,-12.77,-1.76,26.7111
